Age,Attrition,BusinessTravel,Department,EmployeeNumber,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction
55,No,Travel_Rarely,Human Resources,371,Female,111,4,4,Healthcare Representative,4
26,No,Travel_Frequently,Software,372,Female,72,1,4,Manager,2
57,No,Travel_Rarely,Research & Development,373,Male,74,4,3,Sales Representative,3
27,No,Travel_Frequently,Software,374,Female,58,2,1,Sales Executive,1
38,Yes,Travel_Frequently,Sales,375,Female,175,2,3,Healthcare Representative,1
24,Yes,Travel_Frequently,Software,376,Male,193,3,2,Human Resources,3
37,Yes,Non-Travel,Support,377,Male,35,3,1,Research Scientist,2
35,No,Non-Travel,Sales,378,Female,46,4,5,Research Scientist,1
46,Yes,Travel_Frequently,Sales,379,Male,168,3,5,Sales Representative,4
47,No,Travel_Frequently,Human Resources,380,Female,31,1,5,Laboratory Technician,1
36,No,Non-Travel,Research & Development,381,Male,183,2,3,Laboratory Technician,4
44,No,Travel_Rarely,Research & Development,382,Female,87,3,5,Research Director,4
20,Yes,Travel_Frequently,Support,383,Male,48,1,2,Laboratory Technician,1
34,Yes,Travel_Frequently,Software,384,Male,97,4,3,Sales Executive,4
53,Yes,Travel_Rarely,Support,385,Female,70,1,1,Research Scientist,4
36,Yes,Travel_Frequently,Human Resources,386,Female,142,2,3,Sales Representative,4
35,Yes,Travel_Rarely,Research & Development,387,Female,45,2,2,Healthcare Representative,2
28,No,Non-Travel,Sales,388,Female,90,1,1,Sales Representative,1
23,No,Travel_Frequently,Research & Development,389,Male,137,1,1,Sales Executive,1
36,No,Travel_Rarely,Sales,390,Male,119,1,5,Manager,3
33,No,Non-Travel,Human Resources,391,Male,112,3,4,Sales Executive,4
23,No,Travel_Frequently,Hardware,392,Female,49,1,5,Manufacturing Director,1
52,No,Travel_Rarely,Hardware,393,Female,76,1,5,Manager,1
46,Yes,Travel_Rarely,Support,394,Female,200,1,1,Developer,3
49,Yes,Travel_Frequently,Human Resources,395,Male,107,3,2,Laboratory Technician,1
27,No,Travel_Frequently,Hardware,396,Male,185,3,3,Sales Executive,2
26,Yes,Travel_Rarely,Research & Development,397,Female,145,4,1,Laboratory Technician,1
31,Yes,Travel_Frequently,Sales,398,Male,171,1,4,Developer,3
57,No,Non-Travel,Software,399,Female,180,1,4,Human Resources,3
19,No,Travel_Rarely,Research & Development,400,Female,59,1,5,Research Director,1
37,No,Non-Travel,Research & Development,401,Male,125,1,5,Manager,2
52,Yes,Travel_Rarely,Sales,402,Male,171,1,4,Research Scientist,2
40,No,Non-Travel,Support,403,Female,189,1,2,Developer,3
37,No,Travel_Frequently,Sales,404,Female,35,3,5,Manager,4
58,Yes,Travel_Frequently,Human Resources,405,Male,35,4,3,Sales Representative,3
55,No,Travel_Rarely,Support,406,Male,107,1,1,Manufacturing Director,2
32,No,Non-Travel,Human Resources,407,Female,173,4,1,Research Director,2
22,Yes,Non-Travel,Software,408,Female,41,2,5,Sales Executive,4
47,No,Non-Travel,Support,409,Male,33,3,5,Manager,1
27,No,Travel_Frequently,Sales,410,Male,148,4,5,Research Scientist,1
36,No,Non-Travel,Research & Development,411,Male,192,1,1,Healthcare Representative,1
59,Yes,Non-Travel,Human Resources,412,Female,75,2,2,Sales Executive,3
30,Yes,Travel_Frequently,Research & Development,413,Female,191,2,4,Sales Executive,3
23,No,Non-Travel,Software,414,Female,57,3,5,Manufacturing Director,1
47,No,Travel_Rarely,Research & Development,415,Female,36,4,1,Human Resources,3
25,No,Travel_Frequently,Human Resources,416,Male,75,4,1,Laboratory Technician,2
55,No,Non-Travel,Support,417,Female,136,2,1,Research Scientist,3
39,No,Travel_Frequently,Software,418,Female,109,2,2,Developer,1
33,Yes,Non-Travel,Research & Development,419,Male,170,4,3,Human Resources,4
29,Yes,Non-Travel,Research & Development,420,Female,175,4,5,Laboratory Technician,1
34,Yes,Travel_Frequently,Software,421,Female,106,2,4,Research Scientist,3
20,No,Non-Travel,Software,422,Female,167,3,1,Sales Representative,2
21,No,Travel_Rarely,Human Resources,423,Female,166,2,3,Human Resources,1
35,No,Non-Travel,Software,424,Male,145,1,5,Manufacturing Director,1
26,Yes,Travel_Frequently,Hardware,425,Male,170,3,1,Manufacturing Director,1
56,No,Non-Travel,Support,426,Male,174,1,3,Research Scientist,1
60,No,Travel_Frequently,Software,427,Female,73,1,4,Manager,2
18,No,Non-Travel,Human Resources,428,Male,73,2,5,Healthcare Representative,3
56,Yes,Non-Travel,Sales,429,Female,169,3,2,Human Resources,4
23,No,Non-Travel,Sales,430,Male,167,1,2,Manufacturing Director,3
24,No,Travel_Frequently,Software,431,Female,130,3,3,Human Resources,4
49,No,Travel_Frequently,Sales,432,Male,59,2,5,Laboratory Technician,4
29,No,Non-Travel,Sales,433,Male,47,1,4,Sales Representative,2
57,No,Non-Travel,Software,434,Male,175,2,5,Manager,2
28,Yes,Non-Travel,Support,435,Female,173,2,2,Sales Executive,3
35,Yes,Travel_Rarely,Software,436,Male,135,4,4,Human Resources,4
48,Yes,Travel_Rarely,Hardware,437,Male,48,2,5,Research Scientist,3
49,Yes,Travel_Rarely,Software,438,Male,144,2,5,Laboratory Technician,4
40,Yes,Travel_Frequently,Software,439,Female,115,4,2,Manager,2
39,Yes,Travel_Frequently,Human Resources,440,Female,41,4,1,Developer,4
44,No,Travel_Rarely,Sales,441,Female,108,3,2,Sales Representative,4
50,Yes,Non-Travel,Research & Development,442,Female,88,4,4,Manager,1
55,No,Non-Travel,Human Resources,443,Female,126,2,1,Laboratory Technician,2
48,Yes,Non-Travel,Sales,444,Male,82,3,2,Manufacturing Director,2
32,No,Travel_Frequently,Human Resources,445,Male,138,3,2,Research Scientist,3
48,Yes,Travel_Rarely,Sales,446,Female,110,2,5,Sales Representative,2
33,No,Non-Travel,Software,447,Male,165,3,4,Human Resources,2
53,Yes,Travel_Frequently,Hardware,448,Female,139,3,4,Manager,4
23,No,Non-Travel,Support,449,Male,185,2,5,Healthcare Representative,2
51,Yes,Non-Travel,Research & Development,450,Male,116,1,5,Sales Representative,4
53,No,Travel_Frequently,Sales,451,Male,81,3,5,Human Resources,4
53,Yes,Travel_Rarely,Human Resources,452,Male,96,1,3,Research Director,3
36,No,Travel_Rarely,Research & Development,453,Male,114,4,1,Human Resources,3
55,Yes,Travel_Frequently,Support,454,Female,94,2,3,Human Resources,2
53,Yes,Travel_Rarely,Software,455,Female,87,4,4,Manufacturing Director,3
26,Yes,Travel_Frequently,Hardware,456,Female,134,3,4,Developer,1
41,No,Travel_Rarely,Support,457,Male,197,3,1,Laboratory Technician,1
21,Yes,Travel_Frequently,Sales,458,Female,89,1,3,Laboratory Technician,4
53,No,Travel_Rarely,Hardware,459,Male,85,1,1,Laboratory Technician,3
46,Yes,Non-Travel,Sales,460,Male,49,4,4,Healthcare Representative,1
30,No,Travel_Rarely,Hardware,461,Male,33,2,4,Healthcare Representative,4
38,No,Travel_Frequently,Sales,462,Female,51,2,3,Laboratory Technician,2
43,Yes,Travel_Frequently,Sales,463,Male,58,4,5,Developer,4
56,Yes,Travel_Frequently,Software,464,Male,143,2,4,Manufacturing Director,2
22,Yes,Travel_Rarely,Sales,465,Female,67,4,1,Developer,1
60,No,Travel_Frequently,Sales,466,Male,66,3,3,Healthcare Representative,3
56,Yes,Travel_Frequently,Software,467,Female,164,4,2,Research Director,2
49,No,Non-Travel,Support,468,Male,110,3,2,Research Director,3
32,No,Travel_Rarely,Human Resources,469,Male,86,3,1,Manufacturing Director,3
49,No,Non-Travel,Software,470,Female,120,4,1,Healthcare Representative,4
35,Yes,Travel_Rarely,Human Resources,471,Female,190,3,5,Research Scientist,1
40,No,Travel_Rarely,Hardware,472,Male,188,1,2,Manager,2
53,Yes,Travel_Frequently,Software,473,Male,146,2,2,Manufacturing Director,1
38,Yes,Non-Travel,Software,474,Female,75,2,3,Manufacturing Director,3
53,No,Non-Travel,Software,475,Female,71,3,1,Developer,2
46,Yes,Non-Travel,Human Resources,476,Male,134,2,2,Healthcare Representative,4
45,Yes,Travel_Rarely,Hardware,477,Female,169,3,3,Human Resources,4
31,Yes,Travel_Frequently,Software,478,Female,198,3,1,Laboratory Technician,1
36,No,Non-Travel,Human Resources,479,Female,110,3,1,Sales Representative,4
41,Yes,Non-Travel,Research & Development,480,Male,113,1,1,Human Resources,4
25,Yes,Non-Travel,Software,481,Male,106,4,2,Human Resources,2
49,Yes,Travel_Rarely,Support,482,Female,200,3,5,Research Scientist,1
44,Yes,Non-Travel,Software,483,Female,50,3,5,Healthcare Representative,2
44,No,Travel_Rarely,Software,484,Male,102,4,1,Manager,3
35,Yes,Travel_Frequently,Sales,485,Male,134,3,3,Manufacturing Director,2
53,Yes,Travel_Rarely,Software,486,Male,194,2,2,Healthcare Representative,1
57,Yes,Non-Travel,Support,487,Female,63,2,3,Human Resources,1
50,No,Travel_Rarely,Software,488,Female,181,1,5,Laboratory Technician,4
39,Yes,Travel_Frequently,Software,489,Female,47,4,3,Sales Executive,4
48,Yes,Non-Travel,Software,490,Male,155,4,4,Manufacturing Director,4
22,No,Travel_Frequently,Hardware,491,Male,74,4,4,Healthcare Representative,3
54,No,Travel_Frequently,Hardware,492,Male,196,3,4,Manufacturing Director,1
39,No,Travel_Rarely,Research & Development,493,Female,52,3,4,Manufacturing Director,2
32,No,Travel_Frequently,Hardware,494,Male,116,4,4,Laboratory Technician,2
44,No,Travel_Rarely,Human Resources,495,Female,152,3,2,Manager,2
48,No,Non-Travel,Sales,496,Female,134,1,2,Human Resources,4
40,No,Travel_Frequently,Software,497,Female,73,4,2,Research Scientist,2
38,No,Travel_Frequently,Support,498,Male,53,3,4,Research Scientist,2
32,Yes,Travel_Frequently,Software,499,Female,94,3,2,Developer,2
25,No,Non-Travel,Support,500,Female,39,2,1,Healthcare Representative,4
57,No,Travel_Rarely,Hardware,501,Female,124,2,4,Healthcare Representative,2
55,Yes,Travel_Frequently,Research & Development,502,Female,159,2,1,Manager,2
31,Yes,Travel_Rarely,Hardware,503,Male,72,4,4,Sales Executive,2
35,Yes,Travel_Rarely,Support,504,Female,134,1,4,Sales Representative,3
56,Yes,Travel_Frequently,Sales,505,Female,35,1,5,Research Scientist,1
54,No,Non-Travel,Hardware,506,Male,144,3,1,Human Resources,4
23,No,Travel_Frequently,Support,507,Male,129,1,4,Manager,3
40,Yes,Non-Travel,Software,508,Male,139,1,1,Manager,2
30,Yes,Travel_Rarely,Research & Development,509,Male,85,4,3,Manufacturing Director,1
57,No,Travel_Frequently,Sales,510,Female,101,3,5,Research Director,3
28,No,Non-Travel,Sales,511,Male,57,4,1,Research Director,3
41,No,Travel_Rarely,Support,512,Male,163,2,5,Developer,3
44,Yes,Travel_Frequently,Human Resources,513,Female,127,4,3,Developer,2
54,No,Travel_Rarely,Hardware,514,Female,56,3,3,Laboratory Technician,1
44,No,Travel_Rarely,Support,515,Male,179,1,4,Manager,3
34,No,Travel_Frequently,Hardware,516,Male,102,1,5,Human Resources,2
34,No,Travel_Rarely,Sales,517,Male,140,4,4,Human Resources,2
56,No,Travel_Rarely,Support,518,Female,75,2,2,Manufacturing Director,2
49,No,Travel_Frequently,Support,519,Male,110,4,2,Sales Executive,1
28,No,Travel_Rarely,Sales,520,Male,110,4,3,Human Resources,3
44,Yes,Non-Travel,Research & Development,521,Male,119,2,5,Healthcare Representative,4
26,Yes,Travel_Rarely,Human Resources,522,Male,67,3,2,Sales Representative,3
45,No,Travel_Frequently,Support,523,Female,141,2,1,Sales Executive,4
31,Yes,Travel_Rarely,Sales,524,Male,80,1,3,Sales Representative,3
44,Yes,Non-Travel,Software,525,Male,200,4,1,Sales Representative,4
47,Yes,Travel_Rarely,Research & Development,526,Female,144,1,3,Human Resources,2
42,Yes,Travel_Frequently,Hardware,527,Male,85,1,5,Manufacturing Director,4
36,No,Non-Travel,Support,528,Female,199,4,1,Healthcare Representative,4
24,Yes,Travel_Rarely,Software,529,Male,125,2,2,Developer,1
53,Yes,Non-Travel,Hardware,530,Female,172,2,2,Manager,3
33,No,Travel_Frequently,Human Resources,531,Female,62,4,1,Research Director,2
37,Yes,Non-Travel,Sales,532,Male,174,4,2,Manufacturing Director,3
42,Yes,Travel_Rarely,Human Resources,533,Female,134,3,2,Research Director,4
22,No,Travel_Rarely,Software,534,Female,42,1,2,Sales Executive,4
43,No,Travel_Frequently,Support,535,Female,117,3,5,Research Director,1
32,Yes,Travel_Frequently,Research & Development,536,Female,45,4,3,Sales Executive,1
36,No,Non-Travel,Sales,537,Male,177,3,2,Developer,3
33,Yes,Non-Travel,Hardware,538,Female,164,1,4,Developer,1
45,Yes,Travel_Frequently,Support,539,Female,59,2,1,Sales Executive,3
18,No,Travel_Rarely,Human Resources,540,Male,178,3,2,Research Scientist,4
34,Yes,Travel_Rarely,Support,541,Female,30,4,2,Developer,2
38,Yes,Travel_Frequently,Software,542,Male,113,4,1,Research Director,4
23,No,Travel_Rarely,Hardware,543,Male,195,1,4,Sales Representative,1
20,Yes,Travel_Frequently,Research & Development,544,Male,112,4,1,Research Director,4
20,Yes,Non-Travel,Research & Development,545,Female,138,1,4,Sales Representative,1
43,No,Travel_Rarely,Hardware,546,Female,63,4,3,Laboratory Technician,1
45,Yes,Travel_Frequently,Software,547,Male,56,1,5,Laboratory Technician,3
53,Yes,Travel_Rarely,Support,548,Female,178,1,2,Sales Executive,3
37,No,Travel_Frequently,Hardware,549,Male,105,1,2,Manager,1
19,No,Travel_Frequently,Support,550,Male,32,2,5,Developer,4
42,No,Non-Travel,Hardware,551,Male,73,2,2,Research Scientist,2
58,Yes,Travel_Frequently,Research & Development,552,Female,87,1,2,Sales Representative,4
38,No,Travel_Frequently,Hardware,553,Female,131,2,5,Sales Executive,2
21,Yes,Travel_Frequently,Human Resources,554,Female,33,3,2,Research Scientist,1
31,Yes,Travel_Rarely,Software,555,Male,45,1,2,Developer,1
50,Yes,Travel_Rarely,Support,556,Male,123,1,2,Healthcare Representative,3
49,Yes,Travel_Rarely,Hardware,557,Female,107,4,2,Manager,3
38,Yes,Travel_Frequently,Research & Development,558,Male,86,1,2,Research Director,3
50,Yes,Non-Travel,Hardware,559,Female,46,3,2,Manager,1
29,No,Travel_Frequently,Software,560,Male,160,4,1,Laboratory Technician,1
41,No,Travel_Rarely,Human Resources,561,Female,110,2,3,Sales Executive,4
41,No,Travel_Rarely,Software,562,Female,119,2,3,Human Resources,4
54,Yes,Travel_Rarely,Software,563,Male,172,1,4,Developer,1
29,No,Travel_Rarely,Research & Development,564,Male,82,3,1,Developer,1
32,Yes,Travel_Rarely,Software,565,Female,90,1,4,Laboratory Technician,3
36,No,Travel_Rarely,Software,566,Female,62,3,2,Manager,2
43,Yes,Travel_Frequently,Human Resources,567,Female,172,2,5,Research Director,3
43,No,Non-Travel,Human Resources,568,Male,86,3,4,Manager,3
19,No,Travel_Frequently,Support,569,Female,117,1,4,Manufacturing Director,2
37,Yes,Travel_Frequently,Software,570,Male,170,1,1,Developer,3
25,No,Travel_Rarely,Human Resources,571,Male,134,1,3,Healthcare Representative,2
55,Yes,Non-Travel,Human Resources,572,Male,160,2,1,Manager,1
19,No,Travel_Rarely,Research & Development,573,Female,150,4,5,Human Resources,4
60,Yes,Travel_Rarely,Sales,574,Female,187,1,1,Research Director,1
37,No,Non-Travel,Software,575,Female,196,4,3,Human Resources,2
29,No,Travel_Frequently,Sales,576,Female,127,2,1,Developer,3
21,No,Travel_Frequently,Human Resources,577,Male,197,1,5,Healthcare Representative,3
35,No,Travel_Frequently,Human Resources,578,Male,88,2,5,Research Scientist,2
41,No,Travel_Rarely,Hardware,579,Female,125,1,4,Manufacturing Director,1
47,Yes,Travel_Rarely,Research & Development,580,Male,67,4,2,Healthcare Representative,1
48,Yes,Non-Travel,Research & Development,581,Female,173,4,5,Research Director,3
28,Yes,Non-Travel,Support,582,Male,189,1,2,Human Resources,2
52,Yes,Travel_Frequently,Software,583,Male,139,1,2,Human Resources,2
19,No,Travel_Frequently,Software,584,Female,106,4,3,Manager,2
48,Yes,Non-Travel,Hardware,585,Male,141,3,1,Research Director,1
51,No,Non-Travel,Hardware,586,Male,89,1,3,Sales Executive,4
58,No,Travel_Rarely,Software,587,Male,60,4,4,Laboratory Technician,3
57,No,Travel_Rarely,Human Resources,588,Male,64,1,1,Laboratory Technician,4
57,Yes,Travel_Frequently,Human Resources,589,Female,90,2,5,Manufacturing Director,1
47,No,Non-Travel,Human Resources,590,Female,66,4,3,Manager,4
41,Yes,Non-Travel,Sales,591,Male,49,3,4,Research Director,4
37,Yes,Travel_Frequently,Hardware,592,Male,183,4,4,Human Resources,4
32,Yes,Travel_Rarely,Software,593,Female,86,3,3,Laboratory Technician,4
21,No,Travel_Rarely,Human Resources,594,Male,103,1,5,Research Scientist,1
45,No,Travel_Rarely,Human Resources,595,Female,182,1,4,Sales Representative,3
32,No,Travel_Frequently,Sales,596,Male,186,1,3,Manufacturing Director,4
32,No,Travel_Frequently,Support,597,Female,136,2,2,Manufacturing Director,4
50,Yes,Travel_Rarely,Hardware,598,Female,172,4,4,Research Director,2
45,Yes,Travel_Frequently,Software,599,Female,82,1,5,Healthcare Representative,4
32,Yes,Travel_Rarely,Software,600,Female,81,2,1,Sales Executive,2
30,No,Travel_Frequently,Human Resources,601,Female,84,1,5,Research Scientist,2
44,Yes,Travel_Rarely,Sales,602,Male,30,3,1,Sales Representative,2
44,Yes,Travel_Frequently,Human Resources,603,Female,114,3,3,Sales Representative,3
51,No,Non-Travel,Support,604,Female,165,4,3,Research Scientist,2
30,No,Non-Travel,Support,605,Male,75,4,4,Research Scientist,2
35,Yes,Non-Travel,Software,606,Female,103,3,2,Healthcare Representative,3
42,Yes,Non-Travel,Human Resources,607,Male,77,1,3,Research Director,2
36,No,Non-Travel,Sales,608,Female,200,1,4,Healthcare Representative,4
29,Yes,Travel_Frequently,Hardware,609,Female,191,1,1,Research Scientist,2
51,Yes,Travel_Rarely,Human Resources,610,Female,169,4,4,Sales Executive,1
25,No,Non-Travel,Support,611,Male,145,1,2,Human Resources,4
46,Yes,Non-Travel,Hardware,612,Female,192,3,1,Manager,2
28,Yes,Travel_Rarely,Software,613,Male,146,2,5,Sales Representative,2
38,No,Non-Travel,Software,614,Male,154,2,1,Sales Representative,3
51,Yes,Non-Travel,Research & Development,615,Male,153,1,5,Manager,3
50,No,Non-Travel,Software,616,Male,162,2,2,Manufacturing Director,1
55,No,Travel_Frequently,Human Resources,617,Male,38,4,5,Sales Executive,1
50,Yes,Travel_Frequently,Support,618,Female,104,4,1,Laboratory Technician,2
34,Yes,Travel_Frequently,Sales,619,Male,116,2,5,Human Resources,2
40,No,Travel_Frequently,Hardware,620,Male,152,4,1,Manufacturing Director,3
30,Yes,Travel_Rarely,Support,621,Female,122,3,3,Manufacturing Director,2
30,Yes,Travel_Frequently,Software,622,Male,35,4,4,Human Resources,4
30,Yes,Non-Travel,Sales,623,Female,111,3,3,Manager,1
24,No,Non-Travel,Support,624,Male,92,1,1,Laboratory Technician,3
22,No,Travel_Frequently,Support,625,Male,113,2,4,Laboratory Technician,3
57,Yes,Travel_Rarely,Hardware,626,Male,161,4,5,Healthcare Representative,3
42,Yes,Non-Travel,Software,627,Female,195,2,1,Human Resources,1
35,Yes,Travel_Rarely,Hardware,628,Female,52,1,1,Sales Executive,1
47,No,Travel_Frequently,Support,629,Male,73,3,4,Laboratory Technician,2
22,Yes,Travel_Frequently,Support,630,Male,151,2,3,Research Scientist,4
22,No,Non-Travel,Support,631,Male,33,2,3,Manufacturing Director,1
53,No,Travel_Frequently,Research & Development,632,Female,197,2,2,Manufacturing Director,3
52,Yes,Non-Travel,Support,633,Male,138,4,1,Sales Executive,2
30,No,Travel_Rarely,Hardware,634,Female,123,3,1,Healthcare Representative,4
51,No,Non-Travel,Hardware,635,Male,100,3,1,Manager,1
38,No,Travel_Rarely,Human Resources,636,Female,101,4,5,Sales Executive,2
30,No,Travel_Rarely,Human Resources,637,Male,120,4,3,Laboratory Technician,4
47,Yes,Non-Travel,Support,638,Female,155,4,1,Manufacturing Director,3
51,Yes,Travel_Frequently,Human Resources,639,Male,195,2,4,Human Resources,1
50,Yes,Travel_Rarely,Sales,640,Male,158,1,4,Research Scientist,3
28,No,Travel_Rarely,Research & Development,641,Male,180,3,4,Manager,3
25,Yes,Travel_Frequently,Human Resources,642,Male,171,2,1,Research Scientist,3
34,No,Travel_Rarely,Support,643,Female,46,2,2,Human Resources,3
39,Yes,Non-Travel,Sales,644,Male,119,1,5,Manager,1
24,No,Travel_Frequently,Software,645,Female,170,2,5,Manufacturing Director,3
