Employee ID,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
3113,35211,No,12,35,1,6,5
3114,31333,No,46,9,4,2,2
3115,50659,No,18,2,2,1,2
3118,27828,No,8,37,2,25,3
3119,25032,Yes,45,17,4,7,15
3128,24129,No,17,22,2,1,1
3134,44496,Yes,12,2,3,1,1
3138,42745,No,14,9,2,2,3
3139,2299,No,49,7,1,6,6
3142,16428,No,8,27,4,6,9
3147,3705,Yes,27,39,4,7,5
3148,27847,No,18,29,3,1,1
3149,2914,No,29,33,3,3,18
3150,13278,Yes,0,8,1,1,3
3151,4544,Yes,29,20,3,9,12
3157,26283,No,9,37,3,34,16
3159,9370,Yes,33,37,3,3,27
3160,32776,Yes,16,35,3,21,23
3161,8916,No,39,36,3,20,30
3164,39030,Yes,32,16,3,7,1
3166,15230,Yes,36,14,3,12,4
3167,3008,Yes,20,40,1,20,3
3171,42390,No,46,27,4,3,8
3172,4457,Yes,40,21,3,17,15
3173,42725,No,11,24,4,1,1
3175,32994,No,43,7,2,5,4
3177,41857,Yes,18,6,1,1,1
3178,39608,Yes,44,25,2,4,6
3179,1002,No,20,18,4,1,2
3189,47646,No,42,3,4,1,2
3197,32982,Yes,19,23,2,6,1
3201,2791,Yes,37,30,4,5,8
3203,39622,Yes,21,9,3,3,2
3204,24003,Yes,40,33,1,4,4
3211,34736,No,14,13,4,3,8
3216,47387,No,4,14,1,3,4
3218,6000,No,9,30,3,3,17
3219,18163,Yes,2,16,4,2,5
3220,49388,No,49,29,3,4,2
3221,37772,Yes,45,9,3,3,4
3228,38554,No,2,30,4,1,11
3232,43535,Yes,28,9,1,1,1
3234,33560,Yes,23,13,3,1,2
3248,11402,No,24,24,4,8,5
3249,24642,No,45,31,4,22,1
3256,38576,Yes,30,37,4,9,9
3261,4950,Yes,29,1,4,1,1
3264,46106,No,47,30,4,2,4
3273,18421,No,46,9,4,3,9
3284,34819,Yes,2,32,1,4,9
3295,8313,No,24,3,1,1,1
3302,14829,Yes,15,4,4,2,1
3307,26442,Yes,29,28,2,10,9
3311,24652,No,25,20,2,2,3
3313,44868,No,26,2,2,1,2
3316,34510,Yes,19,30,2,12,19
3333,7702,Yes,13,8,1,4,3
3336,10857,Yes,48,25,3,6,2
3339,27804,No,1,23,2,1,5
3347,35754,No,25,28,1,2,2
3355,35801,Yes,49,14,2,6,5
3360,9458,Yes,10,17,2,6,8
3363,9463,No,26,17,1,3,1
3378,33165,No,40,16,4,5,1
3386,30979,Yes,28,4,2,1,1
3392,18914,Yes,37,15,4,3,3
3397,29872,Yes,14,3,4,1,1
3398,4446,No,46,31,3,8,1
3402,12679,No,8,5,4,3,3
3407,23504,Yes,12,12,2,1,1
3412,42741,No,11,40,4,9,9
3414,6488,Yes,34,20,2,5,3
3424,32435,Yes,42,29,2,13,11
3425,22495,No,8,28,3,2,2
3428,6678,Yes,5,13,2,1,8
3432,1697,Yes,25,26,4,3,9
3435,34891,Yes,12,10,1,2,5
3436,49520,Yes,37,37,2,30,5
3437,2188,No,33,32,1,1,5
3447,20796,No,11,8,2,7,6
3448,18913,No,25,31,2,1,1
3459,37061,No,11,1,1,1,1
3462,13389,Yes,36,14,3,2,7
3472,7701,No,23,7,2,2,2
3483,21471,No,37,37,3,4,6
3486,31594,Yes,11,5,4,3,5
3488,15421,Yes,35,21,4,9,7
3493,19078,No,23,11,1,6,6
3497,14099,Yes,9,36,2,6,5
3498,28393,Yes,22,40,4,12,32
3502,41240,No,34,13,3,6,5
3504,16736,Yes,41,34,1,12,10
3507,43028,No,37,33,2,12,6
3510,11101,No,5,39,4,5,5
3513,50375,Yes,21,14,4,1,1
3515,42968,Yes,15,39,1,21,21
3519,30128,No,19,38,2,1,5
3535,34058,Yes,40,5,2,1,1
3536,43117,Yes,13,29,1,4,9
3537,2274,Yes,27,7,4,1,3
3538,6778,Yes,34,36,2,11,17
3541,2199,No,41,37,3,14,20
3543,32963,No,14,27,1,6,7
3547,18872,No,0,11,2,2,3
3553,47249,No,49,14,4,7,11
3558,19351,No,41,34,2,2,14
3565,7478,No,22,15,3,7,11
3566,16595,No,27,21,3,11,7
3573,8084,No,20,40,2,3,9
3574,2698,No,39,16,4,2,2
3581,48339,No,46,40,4,22,29
3585,41457,Yes,27,34,1,4,3
3586,39345,Yes,5,12,1,1,1
3588,26016,No,5,1,3,1,1
3592,28666,Yes,25,37,3,5,1
3594,43094,No,4,38,4,1,3
3595,37962,No,21,18,3,18,17
3602,45479,Yes,21,32,3,8,21
3604,9775,Yes,42,31,2,12,5
3606,20365,No,3,30,2,16,2
3617,20247,No,5,10,1,1,1
3621,29336,Yes,15,31,2,2,2
3624,26333,Yes,9,18,3,6,4
3637,49578,No,37,21,2,5,18
3640,9650,No,13,14,4,2,10
3641,31123,Yes,47,19,1,6,2
3644,32083,No,34,24,2,2,7
3656,13612,No,2,33,1,1,1
3660,26478,No,25,35,1,1,2
3670,41625,No,40,23,4,1,6
3673,46555,No,31,25,1,2,3
3675,10303,Yes,5,36,1,1,3
3677,21788,Yes,41,7,1,3,1
3688,1440,Yes,39,11,3,3,2
3689,18656,No,32,18,4,3,6
3695,34976,No,31,3,4,1,2
3717,44580,No,33,25,1,1,4
3718,21915,Yes,36,20,4,8,7
3719,3402,No,20,31,3,6,1
3724,1429,No,5,32,4,8,13
3725,32529,No,2,14,3,2,2
3728,28171,Yes,16,27,4,3,8
3729,45399,Yes,49,26,1,9,2
3733,6441,No,1,29,1,2,11
3756,46467,No,32,23,2,10,22
3757,36873,Yes,45,28,4,4,3
3762,5994,No,4,23,4,18,7
3765,32712,Yes,32,33,4,2,1
3766,14891,Yes,22,24,2,1,1
3769,46441,No,24,38,1,30,18
3772,25662,No,31,28,3,5,5
3776,27574,No,15,31,1,2,3
3780,4733,Yes,32,29,1,11,14
3782,29735,Yes,34,29,3,6,2
3788,27796,Yes,49,21,1,4,3
3794,3671,No,41,21,1,8,7
3802,49975,Yes,19,20,4,9,5
3804,32363,Yes,28,40,3,7,4
3809,31718,Yes,13,9,4,1,2
3811,3223,No,15,37,1,11,2
3815,14366,Yes,1,18,1,10,11
3819,8283,Yes,2,23,2,2,14
3821,12394,Yes,42,11,1,1,3
3828,49597,No,10,6,1,1,1
3830,23089,Yes,0,20,3,7,2
3834,42308,No,37,30,3,21,17
3839,31428,No,8,14,4,9,6
3840,4676,Yes,31,20,4,4,10
3841,33836,No,31,28,4,3,8
3843,2653,No,19,32,4,5,8
3847,39725,No,36,1,4,1,1
3848,31632,No,0,18,1,4,3
3851,30152,Yes,35,19,4,5,3
3852,43079,Yes,46,32,1,1,9
3857,8507,Yes,47,7,2,5,3
3862,30307,No,18,28,3,27,27
3867,1528,No,17,33,1,21,23
3877,37938,No,33,17,4,2,2
3882,9242,Yes,35,24,1,1,2
3894,4188,Yes,34,15,3,3,5
3897,46329,No,1,28,1,13,15
3902,33184,No,24,32,4,18,24
3904,10539,Yes,27,3,2,1,1
3905,34006,Yes,38,8,3,3,1
3910,29701,Yes,11,18,3,7,2
3915,33204,No,7,19,4,10,10
3927,31752,No,36,22,3,5,6
3932,20522,No,36,35,4,9,8
3939,28164,No,34,20,4,4,2
3946,20446,No,20,17,2,3,10
3948,36628,Yes,11,39,4,1,9
3950,19948,Yes,38,2,4,1,1
3952,41133,No,15,28,1,2,11
3953,27158,No,22,15,3,2,10
3954,8986,Yes,3,37,2,1,9
3956,14403,Yes,26,31,3,13,3
3957,20279,Yes,41,22,3,7,4
3960,17324,No,15,3,2,2,2
3961,9237,Yes,15,29,1,11,6
3962,16938,No,36,38,4,28,14
3965,34203,No,34,19,4,4,1
3969,10006,No,37,6,2,1,1
3970,37248,No,49,24,2,4,9
3973,40975,No,12,19,1,5,5
3988,14889,No,7,34,2,27,30
3989,16947,No,24,11,2,5,4
3995,19230,No,49,21,3,11,12
3997,20670,No,3,39,2,26,4
4000,39663,Yes,18,11,4,3,2
4001,19411,No,45,36,2,20,20
4003,39730,No,20,30,1,6,3
4007,27737,No,19,38,1,9,12
4008,16182,No,14,18,4,8,14
4013,11124,Yes,31,34,4,19,24
4019,2261,No,29,6,3,2,2
4021,49566,No,19,11,3,4,3
4024,22326,Yes,17,30,2,4,21
4030,38362,No,23,20,1,3,5
4035,30444,No,18,38,3,1,7
4038,8768,Yes,45,36,4,15,22
4040,31927,No,12,10,1,3,2
4044,47424,Yes,24,20,2,4,6
4045,20656,No,43,39,3,14,3
4056,33854,Yes,48,4,4,2,2
4057,25273,No,15,9,2,3,2
4065,29468,No,3,35,3,13,13
4069,46465,Yes,40,19,4,1,1
4072,29472,Yes,36,29,4,23,18
4077,43091,Yes,1,7,4,1,1
4079,26746,Yes,35,37,3,13,22
4084,3624,No,20,40,3,1,1
4092,14076,No,35,27,1,1,4
4097,39496,No,11,12,2,1,5
4100,45497,No,2,3,1,1,1
4102,2965,Yes,40,20,1,8,11
4114,7623,No,23,6,2,2,2
4115,3217,No,30,32,3,16,13
4119,3095,No,0,2,4,1,1
4124,39943,Yes,35,32,3,2,13
4126,33414,Yes,7,35,2,1,5
4127,36815,No,9,26,3,13,6
4131,48557,Yes,34,38,2,3,2
4133,47322,Yes,15,24,3,5,2
4138,43024,Yes,31,35,4,15,8
4140,45782,Yes,29,31,1,2,4
4147,33964,No,45,5,1,2,3
4151,30962,No,13,31,4,3,6
4155,7695,No,0,7,3,2,4
4158,28892,Yes,36,2,4,1,2
4160,21585,No,6,40,3,15,4
4162,29338,No,15,22,2,12,12
4164,30086,No,37,24,1,8,1
4165,30971,Yes,19,39,2,1,3
4170,47522,Yes,9,13,3,3,8
4172,15735,Yes,24,34,4,21,12
4179,8570,Yes,13,29,2,13,6
4183,28275,Yes,1,8,2,2,3
4185,37319,Yes,27,16,1,1,14
4190,45330,No,12,20,3,4,5
4205,5607,Yes,25,1,3,1,1
4212,17259,Yes,42,35,1,3,4
4213,12719,Yes,0,17,4,4,3
4230,38185,No,22,10,2,1,5
4231,40491,Yes,18,16,4,2,7
4239,9073,No,20,13,3,3,1
4240,49581,No,19,31,1,3,23
4241,42755,Yes,28,16,4,2,4
4242,22476,Yes,31,11,3,6,2
4244,48701,No,31,5,3,2,2
4255,16241,No,16,36,1,18,16
4258,38513,Yes,12,30,1,2,2
4263,11614,Yes,10,6,2,1,2
4265,42774,No,48,11,3,6,1
4267,6871,Yes,7,23,4,9,10
4273,22869,Yes,39,24,2,8,3
4277,17201,Yes,19,11,4,6,1
4285,50589,No,13,11,1,1,3
4287,47017,No,28,31,4,5,3
4289,39957,No,28,18,2,7,4
4299,31059,No,28,33,2,1,12
4300,39709,Yes,33,17,2,1,3
4303,12422,No,28,26,2,23,22
4305,50847,Yes,27,20,3,2,1
4306,34175,Yes,31,39,1,8,12
4310,19995,No,36,10,1,3,4
4311,5736,No,49,23,2,5,5
4312,36477,Yes,45,31,1,9,8
4317,6709,No,24,27,4,2,4
4318,39424,No,13,31,4,12,16
4321,40500,No,18,11,1,3,1
4330,36549,No,38,1,4,1,1
4335,16507,Yes,3,7,3,4,4
4336,32337,No,29,20,1,6,6
4337,6376,Yes,46,26,3,11,2
4339,16064,No,43,28,1,10,10
4342,13090,Yes,9,7,2,1,1
4344,27168,Yes,39,34,3,3,3
4349,40576,No,33,39,1,6,20
4353,8437,No,18,27,3,5,5
4354,50189,Yes,11,13,2,2,1
4357,43282,Yes,32,23,2,7,1
4358,2507,Yes,12,29,4,4,7
4362,11726,Yes,41,37,3,14,15
4363,10625,Yes,47,38,3,12,21
4369,19144,No,2,28,1,10,11
4375,33016,Yes,21,10,2,1,2
4376,3564,No,25,9,1,6,6
4380,50245,Yes,3,40,1,7,6
4384,28254,Yes,20,12,3,2,1
4397,8342,Yes,38,40,4,2,2
4402,21907,No,16,25,1,1,15
4406,27392,No,33,38,3,21,17
4410,28022,No,26,22,4,1,1
4414,16007,No,1,24,4,4,1
4418,10752,No,19,3,3,1,1
4421,16234,No,47,39,3,4,26
4426,16948,Yes,42,35,4,12,5
4430,21166,No,35,6,3,2,1
4433,35147,No,41,30,2,1,1
4444,4798,Yes,31,12,4,4,2
4449,13496,Yes,17,11,3,3,6
4451,20502,No,7,36,1,6,1
4460,14360,No,26,33,4,14,8
4470,2094,Yes,48,19,2,4,6
4472,6361,No,46,8,4,2,2
4476,2527,Yes,1,11,2,2,9
4480,44988,No,7,26,4,2,2
4489,39344,No,33,36,1,12,12
4493,41710,No,12,26,2,2,2
4495,48541,No,14,5,3,2,3
4501,40304,Yes,10,35,4,3,2
4502,45689,No,12,2,1,1,1
4504,34954,Yes,10,36,2,11,18
4519,40022,No,8,29,2,7,4
4522,13522,Yes,5,4,1,2,3
4524,21074,Yes,29,25,4,19,9
4526,32472,Yes,11,13,1,9,2
4529,30629,Yes,40,29,2,13,7
4531,39619,No,48,1,4,1,1
4537,14325,Yes,38,12,2,3,4
4541,38952,No,42,5,2,2,1
4542,12592,Yes,4,26,4,4,2
4548,12665,No,27,29,4,5,1
4551,21314,No,24,31,2,16,25
4556,4649,Yes,28,13,4,9,10
4558,27639,Yes,39,25,1,1,3
4559,44272,No,5,38,3,20,21
4560,46092,Yes,42,27,4,6,7
4562,17786,No,13,33,1,15,10
4563,31169,Yes,39,38,1,18,1
4572,8777,Yes,20,5,3,3,1
4573,48295,No,14,16,4,13,10
4575,29919,Yes,8,21,4,2,3
4576,45182,Yes,4,22,4,1,1
4579,16731,Yes,0,2,4,1,1
4581,42185,No,37,24,4,10,1
4586,27168,Yes,38,12,3,1,1
4590,49234,No,8,35,4,6,18
4592,30835,Yes,41,31,3,2,1
4597,27844,No,8,17,4,1,2
4602,42238,No,9,31,3,1,4
4606,5391,Yes,11,34,2,8,2
4612,5603,Yes,39,36,4,3,7
4613,16631,No,45,8,2,3,2
4617,4784,No,19,15,2,8,2
4619,48909,No,45,15,3,8,7
4622,45694,No,42,39,1,2,7
4627,33349,Yes,14,16,3,11,7
4629,34132,No,20,14,4,1,1
4647,39675,No,4,7,1,2,1
4649,42561,No,38,24,3,19,18
4653,47046,No,45,29,3,2,3
4655,42111,No,10,32,2,4,14
4661,20119,No,38,19,4,5,14
4662,13603,Yes,25,39,3,14,16
4667,48618,No,9,32,3,8,24
4668,39306,Yes,6,39,1,4,4
4670,44528,Yes,21,20,3,2,6
4671,33880,Yes,34,27,1,18,4
4673,25791,Yes,38,37,4,19,16
4679,11250,No,32,7,4,4,3
4682,40281,Yes,41,40,2,4,1
4684,45616,No,13,25,4,22,9
4687,11272,Yes,6,22,2,2,9
4694,46236,Yes,1,6,3,1,3
4695,4916,Yes,3,28,1,8,2
4701,35006,No,49,1,3,1,1
4706,29864,No,28,2,4,1,1
4708,32626,Yes,28,5,3,3,3
4713,31629,Yes,21,11,1,2,8
4718,18646,Yes,11,11,3,3,1
4721,27977,No,4,17,4,1,1
4733,17456,Yes,43,21,3,14,6
4735,16171,No,36,36,2,4,10
4737,36752,No,19,17,4,1,1
4743,5706,Yes,45,24,1,18,11
4745,42294,No,44,36,2,12,13
4748,43223,No,28,19,2,4,10
4750,48944,Yes,35,24,3,7,9
4753,43235,Yes,11,9,2,6,5
4763,31102,No,1,1,3,1,1
4771,6558,No,24,23,1,15,5
4774,21128,No,17,33,3,7,3
4777,19964,Yes,44,34,4,12,10
4780,24589,Yes,48,9,4,1,1
4786,18174,No,28,11,3,3,10
4797,3096,Yes,10,40,3,7,8
4802,37073,No,15,15,4,1,4
4810,28413,No,34,31,1,14,16
4812,42246,No,7,6,1,2,2
4819,30024,No,43,22,4,7,4
4822,21520,Yes,28,1,4,1,1
4829,15662,No,43,6,1,2,1
4832,32888,Yes,43,33,1,27,1
4835,1963,Yes,1,1,1,1,1
4843,6339,Yes,32,39,1,28,3
4851,21000,No,36,7,4,1,1
4855,2895,No,19,21,3,4,5
4856,21673,Yes,13,23,2,1,10
4858,16694,Yes,49,11,3,7,2
4869,40760,No,22,14,2,8,1
4870,50809,No,43,25,3,1,1
4875,19224,Yes,38,38,1,11,11
4876,30186,No,39,15,4,6,15
4877,8311,Yes,39,18,3,2,8
4880,20972,Yes,12,6,1,1,2
4881,32906,No,10,11,2,1,2
4883,33961,Yes,11,27,2,5,4
4886,34137,No,15,30,3,24,1
4893,3719,Yes,6,31,2,2,9
4894,47200,No,2,38,2,9,5
4899,50932,Yes,17,9,3,6,1
4903,9880,No,37,13,2,2,4
4905,44437,Yes,12,26,1,1,3
4906,17808,Yes,16,6,3,2,3
4907,4484,Yes,6,2,3,1,1
4908,22342,Yes,33,5,1,2,3
4910,24985,No,44,17,3,6,6
4912,40114,Yes,48,5,3,1,1
4913,10921,Yes,1,39,1,5,5
4915,11095,Yes,33,34,2,27,17
4924,35253,Yes,12,18,1,4,1
4931,32222,No,1,33,3,10,16
4932,2471,No,3,6,4,5,4
4934,27085,No,36,31,3,1,1
4937,2442,No,19,4,2,1,1
4943,47419,Yes,30,27,1,1,1
4944,7852,Yes,21,37,4,3,2
4948,42101,No,15,14,3,13,9
4949,3930,No,1,34,1,22,6
4950,13405,No,1,15,2,1,1
4953,10574,Yes,26,23,2,1,1
4957,40263,Yes,47,31,4,20,9
4963,40966,No,9,36,2,8,11
4964,20785,No,3,26,1,1,1
4966,37483,No,36,10,3,3,6
4967,29702,Yes,4,12,3,2,3
4968,27498,No,22,20,2,8,7
4970,32919,No,18,23,1,11,2
4971,10881,Yes,48,38,4,2,5
4972,32718,No,32,20,1,1,3
4973,41057,Yes,12,16,2,3,4
4981,44727,No,9,3,1,3,3
4982,24126,No,2,11,2,4,8
4996,50780,Yes,0,4,4,1,1
5008,32867,Yes,18,30,1,10,5
5011,49404,No,10,2,1,1,1
5015,40145,Yes,15,13,3,5,6
5018,13260,No,15,3,2,1,2
5021,12793,Yes,2,36,3,7,12
5022,10728,No,27,11,2,1,2
5031,30432,No,25,2,4,1,1
5032,42497,Yes,33,2,3,1,1
5035,13030,No,46,16,1,6,1
5039,49994,Yes,19,1,3,1,1
5040,12019,Yes,15,8,4,1,1
5045,24795,No,0,13,3,5,3
5051,19642,No,7,15,1,6,6
5052,10472,Yes,22,17,1,2,4
5063,22856,Yes,42,38,2,2,2
5067,42980,No,35,28,1,2,3
5069,13365,Yes,40,32,4,2,2
5073,18951,No,9,28,2,12,21
5074,21727,No,1,31,1,4,4
5079,29290,Yes,48,39,1,1,1
5081,39613,No,14,18,2,13,2
5083,19569,No,38,1,3,1,1
5084,6334,Yes,41,13,2,5,1
5092,20235,Yes,26,9,4,1,1
5094,41014,Yes,2,28,1,7,7
5101,23691,Yes,17,1,1,1,1
5109,17411,No,7,9,1,2,2
5114,45057,Yes,6,14,3,9,7
5117,14844,Yes,14,4,3,2,1
5118,15948,No,35,38,4,17,14
5119,29303,Yes,20,37,3,6,2
5122,21189,No,40,3,4,1,1
5124,6334,Yes,17,23,4,5,7
5134,45803,Yes,19,38,3,1,1
5135,26409,No,39,28,2,6,2
5138,28787,No,25,31,2,12,3
5142,26110,No,24,34,2,3,1
5143,39969,No,24,8,1,1,2
5144,36240,Yes,25,3,1,2,2
5156,33803,No,9,18,1,6,1
5158,13067,Yes,3,25,2,6,5
5163,4584,No,11,2,4,1,1
5167,4054,No,21,28,1,23,18
5184,17334,Yes,49,27,1,6,6
5185,36721,Yes,17,36,3,10,10
5193,34884,No,19,3,1,1,1
5196,16122,Yes,43,8,2,2,6
5199,3097,Yes,37,28,1,18,1
5200,11721,No,19,39,2,13,11
5201,48172,Yes,12,24,4,5,4
5202,9529,Yes,18,12,1,2,3
5204,42125,Yes,2,33,2,18,17
5207,9681,Yes,33,30,1,2,10
5208,3766,No,41,8,1,2,5
5211,7095,Yes,26,3,4,2,1
5215,23827,Yes,32,35,3,12,6
5218,31950,No,15,20,3,10,1
5219,11744,No,38,14,3,6,1
5223,43071,No,34,18,3,7,6
5239,40893,Yes,17,16,1,2,3
5240,28587,Yes,49,37,3,3,9
5252,23802,Yes,49,16,1,2,2
5254,17601,No,42,28,4,16,23
5262,40459,No,16,36,4,2,8
5266,1452,No,16,3,1,1,1
5267,10564,No,11,11,2,9,4
5272,45364,No,6,3,1,1,1
5280,3001,No,20,17,3,4,14
5282,5966,No,13,17,3,6,5
5284,26124,Yes,4,22,4,2,9
5285,17965,No,36,13,1,6,3
5290,5884,No,15,40,2,2,1
5294,48162,Yes,10,11,1,2,2
5297,33596,No,45,28,1,9,16
5302,32159,Yes,27,33,2,4,13
5303,31967,No,6,5,3,3,1
5308,15403,Yes,6,33,2,25,6
5313,35254,No,34,34,4,11,7
5314,23338,Yes,21,36,1,13,13
5315,14708,No,27,20,3,2,6
5325,50996,Yes,10,21,1,6,9
5337,26401,Yes,16,27,2,11,7
5345,17438,No,38,23,3,1,1
5347,43520,Yes,11,37,3,2,3
5349,16624,No,33,5,1,4,2
5352,19202,Yes,26,40,4,28,12
5354,22459,Yes,35,25,3,1,1
5356,18459,No,29,20,4,15,11
5361,30384,No,28,20,1,19,20
5364,38606,No,26,7,4,2,2
5366,39967,No,24,18,1,13,5
5372,27988,Yes,34,4,4,2,1
5377,17016,Yes,0,34,1,4,5
5392,33788,Yes,19,23,2,3,3
5394,18844,Yes,29,15,1,4,5
5397,26198,No,43,36,1,7,10
5400,50778,Yes,37,4,2,1,2
5403,17460,Yes,38,25,3,10,10
5405,3687,No,47,13,1,1,3
5407,50804,Yes,27,24,3,5,6
5410,28167,Yes,16,34,3,1,5
5413,5957,Yes,24,6,1,2,1
5414,11535,No,38,35,2,9,5
5419,36715,No,10,7,2,3,4
5427,47671,No,40,9,1,4,3
5429,31228,No,4,33,3,3,2
5433,41472,Yes,39,26,2,17,11
5434,37565,Yes,36,11,3,5,1
5435,25236,Yes,5,10,2,4,4
5438,28528,No,3,7,1,1,1
5440,29162,No,42,4,1,2,3
5442,25471,Yes,49,38,4,3,5
5443,4053,No,13,8,3,1,1
5445,15095,Yes,42,4,4,3,2
5447,22158,Yes,6,5,2,1,1
5450,33718,Yes,38,34,1,3,7
5454,12789,Yes,44,16,2,8,2
5457,29077,No,37,30,2,6,5
5462,46960,Yes,38,11,2,5,4
5465,34151,Yes,30,40,2,20,15
5466,24417,No,10,12,4,2,5
5471,45570,No,40,35,2,7,3
5479,50971,Yes,21,40,2,27,32
5484,41701,Yes,28,39,3,18,4
5487,43379,Yes,40,30,4,3,3
5490,30771,Yes,24,32,2,1,2
5495,21889,Yes,24,23,2,2,11
5501,32740,No,46,29,4,2,4
5512,32841,No,46,4,4,2,3
5515,35147,Yes,20,6,2,1,1
5516,49959,Yes,27,20,2,3,2
5524,32609,No,49,13,2,5,2
5525,46392,Yes,40,11,1,3,2
5526,13582,No,49,16,3,9,4
5536,6138,No,8,14,1,1,2
5537,14896,Yes,11,27,2,4,5
5547,27293,Yes,45,27,4,10,11
5555,48710,Yes,22,19,4,19,2
5558,50792,No,45,10,1,1,10
5562,43152,No,43,26,3,3,1
5571,32655,No,28,13,1,7,5
5573,40832,Yes,38,28,4,4,9
5574,27502,Yes,19,13,4,4,4
5579,27751,Yes,45,40,1,5,10
5582,2074,No,6,22,3,1,5
5587,18776,No,22,8,2,4,4
5590,21853,Yes,34,36,2,5,2
5592,26940,No,45,5,4,2,1
5596,44516,Yes,3,13,3,5,6
5604,37177,No,17,3,3,1,1
5606,46152,No,37,25,1,8,11
5607,15371,Yes,11,17,4,8,12
5608,32617,Yes,47,26,4,2,1
5612,45607,Yes,12,7,4,1,1
5615,8278,No,20,34,1,18,23
5617,32090,No,38,5,4,2,2
5627,47247,Yes,11,38,1,3,9
5628,48740,No,49,18,3,9,4
5636,47690,No,36,1,2,1,1
5641,22835,Yes,19,22,4,5,7
5659,40558,Yes,6,17,1,9,7
5663,12195,Yes,47,10,2,5,4
5667,16588,No,25,10,3,3,1
5671,37683,Yes,30,7,1,2,2
5672,19589,No,38,18,2,4,9
5674,27749,Yes,0,26,1,3,2
5675,50878,No,4,18,4,14,8
5679,44122,No,11,8,4,1,1
5684,16321,No,39,6,2,1,1
5685,3160,No,2,26,2,2,6
5686,22511,Yes,34,16,4,2,6
5688,7984,Yes,3,28,3,1,8
5689,24647,No,48,29,1,2,4
5693,49378,No,35,6,3,1,2
5701,4264,No,37,27,2,19,12
5703,31523,Yes,12,35,4,5,11
5709,5781,No,30,32,1,5,5
5714,8002,Yes,13,25,4,4,3
5715,43887,Yes,5,8,1,2,4
5717,48925,Yes,12,33,2,8,10
5718,13348,No,24,39,2,6,6
5727,36845,No,30,30,1,16,7
5732,21197,No,40,38,2,3,4
5734,20190,Yes,13,4,4,2,1
5737,7102,Yes,21,14,3,3,1
5738,45789,Yes,38,20,2,1,1
5742,46597,Yes,12,21,1,2,2
5743,15561,No,34,16,3,2,3
5750,30221,Yes,23,8,2,2,2
5751,47416,Yes,39,5,4,1,1
5754,26802,No,1,37,1,22,18
5755,25056,Yes,12,38,2,3,3
5756,11361,Yes,39,14,1,1,2
5760,3542,Yes,22,36,3,5,3
5765,37616,No,44,32,2,17,4
5768,49479,No,28,26,4,4,13
5770,20526,No,6,30,2,5,2
5775,38848,Yes,13,23,1,3,7
5779,3976,Yes,21,26,2,2,1
5780,2359,No,33,13,4,11,4
5785,32895,Yes,18,12,4,5,2
5787,45369,Yes,44,25,4,3,5
5792,19430,Yes,19,40,4,14,16
5809,18647,Yes,28,33,1,18,7
5810,42853,Yes,14,9,3,3,2
5821,17485,Yes,13,25,1,17,7
5838,49199,No,33,24,1,18,6
5846,21443,Yes,10,21,3,11,6
5850,7342,No,41,8,4,2,4
5857,35594,Yes,2,32,3,1,6
5859,13203,Yes,49,16,1,2,1
5863,15068,Yes,33,22,4,6,3
5865,47102,No,47,26,2,4,12
5867,16895,No,24,26,4,9,2
5868,45411,Yes,31,33,1,1,2
5870,46673,Yes,48,26,2,17,6
5874,42565,No,43,38,2,1,14
5877,7622,No,30,12,2,1,1
5882,3581,Yes,25,1,3,1,1
5885,21144,No,40,14,2,2,3
5889,50993,Yes,46,1,3,1,1
5892,39852,Yes,35,38,1,3,2
5894,44287,Yes,2,14,3,1,2
5895,34958,Yes,25,21,1,4,4
5896,20981,Yes,12,35,4,6,8
5899,20795,No,2,28,3,3,3
5904,37229,No,17,34,4,11,21
5906,35676,Yes,11,33,4,7,6
5921,38474,Yes,28,37,4,2,6
5924,41442,No,31,40,1,2,2
5926,7688,Yes,45,35,4,2,8
5928,26949,No,19,24,1,4,13
5929,34754,Yes,15,21,3,1,2
5930,38875,No,10,39,2,17,9
5931,47071,Yes,43,34,4,20,9
5935,18453,No,28,31,4,1,1
5939,12373,No,24,6,4,4,5
5940,3356,Yes,23,13,2,3,7
5946,40774,Yes,15,4,3,3,1
5952,33286,No,44,2,4,1,2
5954,6268,No,12,34,3,12,21
5957,44214,Yes,44,30,3,9,1
5972,28133,No,22,40,3,26,19
5975,50813,Yes,5,31,2,2,4
5987,16268,Yes,45,21,1,1,1
5988,49981,Yes,6,11,4,3,3
5991,50366,No,16,11,1,4,2
5992,31157,No,5,6,2,4,4
5993,34173,Yes,36,21,2,14,7
5995,35500,Yes,30,35,1,2,1
6000,41615,Yes,29,39,2,6,3
6006,15066,Yes,5,34,4,2,2
6012,41097,Yes,32,25,1,1,7
6031,45503,No,49,29,2,2,4
6037,29124,No,35,3,2,1,1
6041,49956,No,22,40,1,7,3
6042,9912,Yes,31,11,3,1,1
6043,41514,No,29,25,2,2,6
6045,17417,Yes,14,4,1,3,1
6046,41609,Yes,16,38,4,3,10
6051,41897,No,21,3,3,1,2
6060,32007,Yes,21,20,1,3,5
6063,19193,Yes,12,31,1,1,2
6069,12523,No,43,24,1,15,17
6074,50268,No,38,2,4,1,1
6075,28049,Yes,25,4,3,2,2
6080,21915,No,16,24,2,1,1
6084,15249,Yes,43,39,3,13,23
